,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
24267,SAMISHINDIAN_WQX,,2019-07-29,,,,,48.511,-122.698,Fecal Coliform
24268,SAMISHINDIAN_WQX,,2019-01-16,,,,,48.48,-122.59,Specific conductance
24269,INSTOR_WQX,,2019-06-11,,,,,41.5997954912,-87.3429555221,Dissolved oxygen (DO)
24270,UTAHDWQ_WQX,,2019-08-14,,Division of Water Quality,,,38.57944,-109.57183,Magnesium
24271,WIDNR_WQX,,2019-05-06,1.0,WIDNR_WQX,,,46.535004,-91.58253,Chloride
24272,INSTOR_WQX,,2019-07-11,,,,,41.5997954912,-87.3429555221,Escherichia coli
24273,MNPCA,Surface Water,2019-05-18,,,,,44.957167,-93.081783,Magnesium
24274,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,39.812806,-104.954333,"Alkalinity, total"
24275,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,40.00148,-104.825378,Calcium
24276,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-08,,,,,39.2249,-84.3238,"Alkalinity, total"
24277,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9003,-75.5125,Salinity
24278,SANDIAWQ_WQX,Deionized Water,2019-09-18,,,,,1.0,-1.0,pH
24279,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812806,-104.954333,Chloride
24280,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812772,-104.95444,Magnesium
24281,UTAHDWQ_WQX,,2019-09-18,,Bureau of Land Management,,,40.06274,-109.18622,Calcium
24282,UTAHDWQ_WQX,,2019-03-06,,Division of Water Quality,,,38.57944,-109.57183,Potassium
24283,MNPCA,Surface Water,2019-08-28,,,,,44.97776,-93.090727,Total suspended solids
24284,INSTOR_WQX,,2019-09-19,,,,,41.5997954912,-87.3429555221,Chemical oxygen demand
24285,WIDNR_WQX,,2019-10-29,4.0,WIDNR_WQX,,,45.82015,-91.89824,Dissolved oxygen (DO)
24286,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812806,-104.954333,Bromide
24287,MNPCA,Surface Water,2019-06-23,,,,,44.957167,-93.081783,Total dissolved solids
24288,INSTOR_WQX,,2019-02-05,,,,,41.69232048,-87.5054023621,Sodium
24289,UTAHDWQ_WQX,,2019-04-03,,Division of Water Quality,,,40.14387,-111.74946,pH
24290,UTAHDWQ_WQX,,2019-04-18,,Division of Water Quality,,,39.5333,-110.71293,Dissolved oxygen saturation
24291,21OHIO_WQX,Industrial Effluent,2019-04-23,,,,,39.37,-81.5083,Potassium
24292,INSTOR_WQX,,2019-02-05,,,,,41.5997954912,-87.3429555221,Specific conductance
24293,MNPCA,Surface Water,2019-06-24,,,,,44.94981,-92.92872,Dissolved oxygen (DO)
24294,MNPCA,Surface Water,2019-05-27,,,,,45.050084,-93.273847,Total dissolved solids
24295,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9629,-75.594,"Temperature, water"
24296,WFWQC_UT,,2019-04-03,,,,,40.144972,-111.650333,Total suspended solids
24297,KINGCOUNTY,,2019-04-30,,,,,47.386437,-122.475919,Fecal Coliform
24298,MNPCA,Surface Water,2019-09-11,,,,,44.97736,-93.090457,Escherichia coli
24299,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,Magnesium
24300,WIDNR_WQX,,2019-02-19,,WIDNR_WQX,,,45.383327,-92.65001,Calcium carbonate
24301,MNPCA,Surface Water,2019-08-13,,,,,44.910663,-93.192374,Total suspended solids
24302,MNPCA,Surface Water,2019-07-15,,,,,44.97776,-93.090727,pH
24303,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,39.812806,-104.954333,Bromide
24304,WIDNR_WQX,,2019-10-07,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Temperature, water"
24305,INSTOR_WQX,,2019-03-04,,,,,41.7250767749,-86.9016515024,Total suspended solids
24306,INSTOR_WQX,,2019-04-02,,,,,41.6183461878,-87.1990612156,Chloride
24307,BPMWQX,Surface Water,2019-12-06,,,,,37.89098119,-107.6484397,Magnesium
24308,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,40.00148,-104.825378,Dissolved oxygen (DO)
24309,MNPCA,Surface Water,2019-05-21,,,,,45.03739,-92.8425,Total suspended solids
24310,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-08,,,,,40.5703,-84.2106,Calcium
24311,INSTOR_WQX,,2019-05-14,,,,,41.65241767,-87.4381260151,Calcium carbonate
24312,INSTOR_WQX,,2019-01-03,,,,,41.7250767749,-86.9016515024,Chemical oxygen demand
24313,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-28,,,,,40.456,-83.8957,"Carbonaceous biochemical oxygen demand, standard conditions"
24314,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.812806,-104.954333,"Alkalinity, total"
24315,INSTOR_WQX,,2019-10-10,,,,,41.69232048,-87.5054023621,Sulfate
24316,MNPCA,Surface Water,2019-03-14,,,,,44.932031,-93.144877,Magnesium
24317,UTAHDWQ_WQX,,2019-12-09,,Division of Water Quality,,,40.14387,-111.74946,Total suspended solids
24318,MNPCA,Surface Water,2019-05-06,,,,,44.97776,-93.090727,Magnesium
24319,INSTOR_WQX,,2019-10-10,,,,,41.69232048,-87.5054023621,Chemical oxygen demand
24320,MNPCA,Surface Water,2019-09-11,,,,,45.050084,-93.273847,Chloride
24321,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-15,,,,,39.2133,-84.7004,Chemical oxygen demand
24322,MNPCA,Surface Water,2019-03-21,,,,,44.953353,-93.205417,Total dissolved solids
24323,MNPCA,Surface Water,2019-04-23,,,,,44.910663,-93.192374,Sulfate
24324,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,40.00148,-104.825378,Chloride
24325,SANDIAWQ_WQX,Surface Water,2019-08-20,,,,,35.25974,-106.59623,Specific conductance
24326,MNPCA,Surface Water,2019-07-23,,,,,45.023889,-93.277222,Total suspended solids
24327,MNPCA,Surface Water,2019-11-21,,,,,44.953273,-93.074752,Total volatile solids
24328,MNPCA,Surface Water,2019-04-17,,,,,45.050084,-93.273847,"Hardness, carbonate"
24329,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9663,-75.5931,Salinity
24330,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.48,-122.59,Salinity
24331,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.8686,-84.2814,Calcium
24332,MNPCA,Surface Water,2019-07-23,,,,,44.978056,-93.245,Escherichia coli
24333,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812806,-104.954333,Total dissolved solids
24334,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-28,,,,,41.3047,-82.605,Total suspended solids
24335,MNPCA,Surface Water,2019-06-24,,,,,44.94981,-92.92872,Total suspended solids
24336,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,39.812806,-104.954333,Sulfate
24337,MNPCA,Surface Water,2019-04-17,,,,,44.953353,-93.205417,pH
24338,INSTOR_WQX,,2019-06-11,,,,,41.65241767,-87.4381260151,Specific conductance
24339,MNPCA,Surface Water,2019-09-16,,,,,44.97776,-93.090727,Total suspended solids
24340,WIDNR_WQX,,2019-04-01,1.0,WIDNR_WQX,,,46.535004,-91.58253,Dissolved oxygen (DO)
24341,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,Potassium
24342,MNPCA,Surface Water,2019-08-13,,,,,44.932031,-93.144877,"Hardness, carbonate"
24343,MNPCA,Surface Water,2019-05-18,,,,,44.957167,-93.081783,Total volatile solids
24344,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.47,-122.59,Salinity
24345,MNPCA,Surface Water,2019-01-23,,,,,44.978056,-93.245,Total dissolved solids
24346,MNPCA,Surface Water,2019-04-29,0.0,,,,45.072791,-93.283305,"Temperature, water"
24347,WIDNR_WQX,,2019-05-01,,WIDNR_WQX,,,45.884422,-89.65167,pH
24348,MNPCA,Surface Water,2019-06-13,,,,,44.202651,-93.812717,Stream condition (text)
24349,INSTOR_WQX,,2019-10-02,,,,,41.7250767749,-86.9016515024,"Alkalinity, total"
24350,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-08,,,,,39.2249,-84.3238,Sodium
24351,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-19,,,,,40.02388,-84.18492,"Alkalinity, total"
24352,MNPCA,Surface Water,2019-10-02,,,,,44.953273,-93.074752,Magnesium
24353,MNPCA,Surface Water,2019-05-30,,,,,45.03739,-92.8425,Total volatile solids
24354,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-05-07,,,,,39.6153,-84.2936,Calcium
24355,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812772,-104.95444,pH
24356,BPMWQX,Surface Water,2019-01-09,,,,,37.889925,-107.650156,Magnesium
24357,MNPCA,Surface Water,2019-08-19,,,,,45.023889,-93.277222,Total volatile solids
24358,INSTOR_WQX,,2019-11-21,,,,,41.65241767,-87.4381260151,Chloride
24359,INSTOR_WQX,,2019-01-23,,,,,41.69232048,-87.5054023621,Silica
24360,MNPCA,Surface Water,2019-02-27,,,,,44.97776,-93.090727,"Carbonaceous biochemical oxygen demand, standard conditions"
24361,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.60687,-111.44536,Specific conductance
24362,MNPCA,Surface Water,2019-08-20,,,,,44.957167,-93.081783,Calcium
24363,UTAHDWQ_WQX,,2019-02-12,,Division of Water Quality,,,39.46025,-111.16661,Specific conductance
24364,UTAHDWQ_WQX,,2019-08-13,0.18,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen (DO)
24365,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-03-18,,,,,41.1742,-83.4272,Sodium
24366,UTAHDWQ_WQX,,2019-06-19,,Bureau of Land Management,,,40.06274,-109.18622,"Temperature, water"
24367,MNPCA,Surface Water,2019-10-05,,,,,44.957167,-93.081783,Sulfate
24368,INSTOR_WQX,,2019-11-13,,,,,41.7250767749,-86.9016515024,Turbidity
24369,SAMISHINDIAN_WQX,,2019-03-21,,,,,48.48,-122.59,pH
24370,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-29,,,,,40.269957,-84.152649,Potassium
24371,UTAHDWQ_WQX,,2019-09-17,,Division of Water Quality,,,39.32302,-111.11461,Magnesium
24372,MNPCA,Surface Water,2019-07-15,,,,,44.932031,-93.144877,Total volatile solids
24373,BPMWQX,Surface Water,2019-12-09,,,,,37.8945649,-107.6383438,Sodium
24374,MNPCA,Surface Water,2019-07-15,,,,,45.012778,-93.220278,"Transparency, tube with disk"
24375,MNPCA,Surface Water,2019-07-09,,,,,45.050084,-93.273847,Total volatile solids
24376,SANDIAWQ_WQX,Surface Water,2019-08-20,,,,,1.0,-1.0,Relative humidity
24377,MNPCA,Surface Water,2019-03-14,,,,,44.978056,-93.239444,"Biochemical oxygen demand, standard conditions"
24378,MNPCA,Surface Water,2019-08-21,,,,,44.202651,-93.812717,Stream condition (text)
24379,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-03-18,,,,,41.1742,-83.4272,Magnesium
24380,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-29,,,,,41.0714,-82.7256,Potassium
24381,WIDNR_WQX,,2019-09-10,4.0,WIDNR_WQX,,,45.82015,-91.89824,Total suspended solids
24382,WIDNR_WQX,,2019-08-27,,WIDNR_WQX,,,45.884422,-89.65167,Dissolved oxygen (DO)
24383,MNPCA,Surface Water,2019-01-09,,,,,45.012778,-93.220278,Total volatile solids
24384,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-01,,,,,39.812772,-104.95444,Turbidity
24385,INSTOR_WQX,,2019-10-10,,,,,41.65241767,-87.4381260151,Dissolved oxygen (DO)
24386,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-07-23,,,,,40.5703,-84.2106,Chemical oxygen demand
24387,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,Escherichia coli
24388,WIDNR_WQX,,2019-02-19,,WIDNR_WQX,,,45.383327,-92.65001,Total suspended solids
24389,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,39.812806,-104.954333,Sodium
24390,PALERMOWELLFIELD_WQX,Groundwater,2019-10-19,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,Turbidity
24391,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,40.00148,-104.825378,Chloride
24392,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
24393,MNPCA,Surface Water,2019-09-12,,,,,44.989918,-93.470273,Chloride
24394,MNPCA,Surface Water,2019-09-11,,,,,44.953353,-93.205417,Chloride
24395,MNPCA,Surface Water,2019-09-06,,,,,44.978056,-93.239444,"Carbonaceous biochemical oxygen demand, standard conditions"
24396,MNPCA,Surface Water,2019-06-04,,,,,44.957167,-93.081783,Total dissolved solids
24397,MNPCA,Surface Water,2019-07-25,,,,,44.925096,-92.91244,Total volatile solids
24398,UTAHDWQ_WQX,,2019-08-13,-0.05,Division of Water Quality,,,39.68441,-111.20073,Dissolved oxygen (DO)
24399,INSTOR_WQX,,2019-08-05,,,,,41.7250767749,-86.9016515024,Chemical oxygen demand
24400,INSTOR_WQX,,2019-07-11,,,,,41.5997954912,-87.3429555221,Total suspended solids
24401,MNPCA,Surface Water,2019-08-29,,,,,44.953273,-93.074752,Total dissolved solids
24402,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,40.00148,-104.825378,Magnesium
24403,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,40.00148,-104.825378,Sodium
24404,MNPCA,Surface Water,2019-08-20,,,,,44.910663,-93.192374,Magnesium
24405,MNPCA,Surface Water,2019-02-27,,,,,45.023889,-93.277222,Chemical oxygen demand
24406,MNPCA,Surface Water,2019-05-07,,,,,44.97736,-93.090457,Escherichia coli
24407,INSTOR_WQX,,2019-02-05,,,,,41.69232048,-87.5054023621,"Temperature, water"
24408,21VASWCB,,2019-10-21,0.3,DEQ,,,37.9794,-75.5487,Specific conductance
24409,UTAHDWQ_WQX,,2019-09-24,,Division of Water Quality,,,40.14387,-111.74946,Dissolved oxygen (DO)
24410,UTAHDWQ_WQX,,2019-07-15,,Division of Water Quality,,,39.32302,-111.11461,Dissolved oxygen (DO)
24411,BPMWQX,Surface Water,2019-12-09,,,,,37.8892720817,-107.6546164882,"Alkalinity, total"
24412,MNPCA,Surface Water,2019-06-23,,,,,44.989918,-93.470273,Chloride
24413,BPMWQX,Surface Water,2019-12-06,,,,,37.8972,-107.6439,"Alkalinity, total"
24414,BPMWQX,Surface Water,2019-01-09,,,,,37.889925,-107.650156,Hardness
24415,MNPCA,Surface Water,2019-05-08,,,,,45.023889,-93.277222,"Hardness, carbonate"
24416,INSTOR_WQX,,2019-06-04,,,,,41.6183461878,-87.1990612156,Dissolved oxygen saturation
24417,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,40.672475,-82.573719,Total dissolved solids
24418,INSTOR_WQX,,2019-08-13,,,,,41.5997954912,-87.3429555221,Total dissolved solids
24419,INSTOR_WQX,,2019-09-19,,,,,41.65241767,-87.4381260151,Specific conductance
24420,21VASWCB,,2019-02-13,0.3,DEQ,,,37.9017,-75.5115,Specific conductance
24421,MNPCA,Surface Water,2019-06-30,,,,,44.910663,-93.192374,Total dissolved solids
24422,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-06-18,,,,,40.5703,-84.2106,"Alkalinity, total"
24423,21COL001_WQX,Wastewater Treatment Plant Effluent,2019-12-18,,CDPHE-WQCD,,,40.1726,-105.9157,Calcium
24424,MNPCA,Surface Water,2019-10-07,,,,,44.910663,-93.192374,Magnesium
24425,INSTOR_WQX,,2019-03-05,,,,,41.6183461878,-87.1990612156,Total suspended solids
24426,MNPCA,Surface Water,2019-01-23,,,,,44.953353,-93.205417,Total volatile solids
24427,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,39.812772,-104.95444,Sulfate
24428,MNPCA,Surface Water,2019-04-22,,,,,44.910663,-93.192374,"Hardness, carbonate"
24429,UTAHDWQ_WQX,,2019-03-20,,Bureau of Land Management,,,40.06274,-109.18622,Specific conductance
24430,MNPCA,Surface Water,2019-06-26,,,,,45.023889,-93.277222,"Alkalinity, total"
24431,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,40.00148,-104.825378,Turbidity
24432,INSTOR_WQX,,2019-03-12,,,,,41.5997954912,-87.3429555221,Calcium carbonate
24433,WIDNR_WQX,,2019-05-29,,WIDNR_WQX,,,45.383327,-92.65001,pH
24434,SAMISHINDIAN_WQX,,2019-04-17,,,,,48.48,-122.59,Dissolved oxygen (DO)
24435,INSTOR_WQX,,2019-11-14,,,,,41.6183461878,-87.1990612156,"Temperature, water"
24436,WFWQC_UT,,2019-10-16,,,,,40.144972,-111.650333,Specific conductivity***retired***use Specific conductance
24437,UTAHDWQ_WQX,,2019-02-06,,Division of Water Quality,,,37.0386,-113.62998,pH
24438,RVRPOMO,,2019-08-14,,,,,39.2858,-123.183,Escherichia coli
24439,INSTOR_WQX,,2019-11-21,,,,,41.5997954912,-87.3429555221,Specific conductance
24440,MNPCA,Surface Water,2019-01-09,,,,,44.978056,-93.239444,Dissolved oxygen (DO)
24441,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812772,-104.95444,"Biochemical oxygen demand, standard conditions"
24442,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-18,,,,,39.9073,-83.0087,Chloride
24443,MNPCA,Surface Water,2019-10-01,,,,,44.910663,-93.192374,Total suspended solids
24444,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-25,,,,,39.8658,-84.0183,Magnesium
24445,MNPCA,Surface Water,2019-01-23,,,,,45.012778,-93.220278,"Biochemical oxygen demand, standard conditions"
24446,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.48,-122.59,"Temperature, water"
24447,MNPCA,Surface Water,2019-02-13,,,,,44.978056,-93.239444,"Biochemical oxygen demand, standard conditions"
24448,MNPCA,Surface Water,2019-11-14,,,,,44.953273,-93.074752,Total dissolved solids
24449,21VASWCB,Surface Water,2019-10-31,0.3,DEQ,,,37.9003,-75.5125,Total volatile solids
24450,UTAHDWQ_WQX,,2019-02-13,,Division of Water Quality,,,38.87497,-111.28156,pH
24451,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-18,,,,,40.00148,-104.825378,Potassium
24452,21VASWCB,Surface Water,2019-04-09,0.3,DEQ,,,37.9663,-75.5931,Total suspended solids
24453,INSTOR_WQX,,2019-06-11,,,,,41.5997954912,-87.3429555221,Escherichia coli
24454,MNPCA,Surface Water,2019-01-23,,,,,45.023889,-93.277222,"Transparency, tube with disk"
24455,MNPCA,Surface Water,2019-04-23,,,,,44.932031,-93.144877,pH
24456,UTAHDWQ_WQX,,2019-08-14,,Division of Water Quality,,,38.57944,-109.57183,"Biochemical oxygen demand, standard conditions"
24457,WIDNR_WQX,,2019-09-23,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Temperature, water"
24458,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,38.87497,-111.28156,Total suspended solids
24459,INSTOR_WQX,,2019-01-23,,,,,41.69232048,-87.5054023621,Chloride
24460,UTAHDWQ_WQX,,2019-09-11,,Division of Water Quality,,,38.57944,-109.57183,Potassium
24461,WIDNR_WQX,,2019-09-23,1.0,WIDNR_WQX,,,46.535004,-91.58253,Dissolved oxygen (DO)
24462,21VASWCB,,2019-02-13,0.3,DEQ,,,37.9794,-75.5487,Salinity
24463,MNPCA,Surface Water,2019-08-16,,,,,44.910663,-93.192374,"Hardness, carbonate"
24464,INSTOR_WQX,,2019-07-11,,,,,41.65241767,-87.4381260151,Specific conductance
24465,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-18,,,,,41.5389,-83.7139,"Alkalinity, total"
24466,MNPCA,Surface Water,2019-03-14,,,,,44.953353,-93.205417,"Carbonaceous biochemical oxygen demand, standard conditions"
24467,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,39.812772,-104.95444,"Carbonaceous biochemical oxygen demand, standard conditions"
24468,MNPCA,Surface Water,2019-05-07,,,,,44.910663,-93.192374,Total volatile solids
24469,UTAHDWQ_WQX,,2019-10-23,,Division of Water Quality,,,39.60687,-111.44536,Dissolved oxygen saturation
24470,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812772,-104.95444,Sodium
24471,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-20,,,,,39.812772,-104.95444,Escherichia coli
24472,MNPCA,Surface Water,2019-02-13,,,,,44.978056,-93.245,"Temperature, water"
24473,SANDIAWQ_WQX,,2019-08-20,,,,,35.307659,-106.561985,Bicarbonate
24474,SSCW,,2019-06-04,,,,,42.53424,-70.86585,Enterococcus
24475,MNPCA,Surface Water,2019-08-20,,,,,44.957167,-93.081783,pH
24476,MNPCA,Surface Water,2019-05-06,,,,,44.957167,-93.081783,"Carbonaceous biochemical oxygen demand, standard conditions"
24477,SNOQUALM_WQX,,2019-04-05,,,,,47.5215,-121.843,Magnesium
24478,21VASWCB,,2019-11-06,0.3,DEQ,,,37.6712,-77.5668,pH
24479,MNPCA,Surface Water,2019-03-18,,,,,44.978056,-93.245,pH
24480,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.48,-122.59,Salinity
24481,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812772,-104.95444,Sodium
24482,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.48,-122.59,Specific conductance
24483,MNPCA,Surface Water,2019-06-24,,,,,44.925096,-92.91244,"Hardness, carbonate"
24484,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,40.00148,-104.825378,Total suspended solids
24485,MNPCA,Surface Water,2019-08-07,,,,,44.978056,-93.239444,"Temperature, water"
24486,MNPCA,Surface Water,2019-10-08,,,,,45.050084,-93.273847,"Temperature, water"
24487,UTAHDWQ_WQX,,2019-02-14,,Division of Water Quality,,,39.5333,-110.71293,"Biochemical oxygen demand, standard conditions"
24488,MNPCA,Surface Water,2019-10-05,,,,,44.97736,-93.090457,Chloride
24489,MNPCA,Surface Water,2019-05-10,,,,,45.012778,-93.220278,Dissolved oxygen (DO)
24490,MNPCA,Surface Water,2019-09-12,,,,,44.957167,-93.081783,pH
24491,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,39.812772,-104.95444,"Hardness, carbonate"
24492,MNPCA,Surface Water,2019-07-01,,,,,45.03739,-92.8425,"Hardness, carbonate"
24493,MNPCA,Surface Water,2019-06-04,,,,,44.932031,-93.144877,Magnesium
24494,INSTOR_WQX,,2019-11-14,,,,,41.6183461878,-87.1990612156,Total suspended solids
24495,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,39.812772,-104.95444,Total dissolved solids
24496,OREGONDEQ,Wastewater Treatment Plant Effluent,2019-12-11,,,,,46.031611,-123.366278,Total suspended solids
24497,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Dissolved oxygen (DO)
24498,21VASWCB,Surface Water,2019-10-21,0.0,DEQ,,,37.9663,-75.5931,Total volatile solids
24499,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-30,,,,,40.548159,-83.075511,Potassium
24500,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812772,-104.95444,pH
24501,PALERMOWELLFIELD_WQX,Groundwater,2019-10-24,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,pH
24502,INSTOR_WQX,,2019-03-12,,,,,41.65241767,-87.4381260151,Chemical oxygen demand
24503,KINGCOUNTY,,2019-03-11,,,,,47.372685,-122.486392,Fecal Coliform
24504,MNPCA,Surface Water,2019-01-23,,,,,44.957167,-93.081783,Total suspended solids
24505,UTAHDWQ_WQX,,2019-01-10,,Division of Water Quality,,,38.57944,-109.57183,Dissolved oxygen saturation
24506,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812772,-104.95444,Bromide
24507,MNPCA,Surface Water,2019-04-23,,,,,45.012778,-93.220278,Chemical oxygen demand
24508,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812806,-104.954333,Sodium
24509,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,37.03965,-113.63329,Sodium
24510,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,40.00148,-104.825378,Escherichia coli
24511,MNPCA,Surface Water,2019-10-05,,,,,44.97736,-93.090457,Total dissolved solids
24512,MNPCA,Surface Water,2019-02-13,,,,,44.978056,-93.245,Salinity
24513,MNPCA,Surface Water,2019-11-14,,,,,44.910663,-93.192374,Escherichia coli
24514,MNPCA,Surface Water,2019-08-16,,,,,44.9971,-93.47175,Total suspended solids
24515,MNPCA,Surface Water,2019-01-09,,,,,45.012778,-93.220278,Chloride
24516,SAMISHINDIAN_WQX,,2019-06-17,,,,,48.511,-122.698,Turbidity
24517,MNPCA,Surface Water,2019-10-05,,,,,44.957167,-93.081783,Total volatile solids
24518,UTAHDWQ_WQX,,2019-07-16,,Division of Water Quality,,,37.03965,-113.63329,Potassium
24519,INSTOR_WQX,,2019-02-14,,,,,41.6183461878,-87.1990612156,Turbidity
24520,UTAHDWQ_WQX,,2019-03-05,,Division of Water Quality,,,37.03965,-113.63329,Magnesium
24521,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812806,-104.954333,Magnesium
24522,INSTOR_WQX,,2019-04-01,,,,,41.7250767749,-86.9016515024,Total suspended solids
24523,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812772,-104.95444,Dissolved oxygen (DO)
24524,UTAHDWQ_WQX,,2019-08-20,,Division of Water Quality,,,37.0386,-113.62998,pH
24525,MTVOLWQM_WQX,Treated water supply,2019-07-30,,HDR,,,48.174717,-114.308265,Magnesium
24526,21COL001_WQX,Wastewater Treatment Plant Effluent,2019-12-12,,CDPHE-WQCD,,,39.7435,-105.476,Sodium
24527,MNPCA,Surface Water,2019-05-18,,,,,44.97736,-93.090457,Magnesium
24528,MNPCA,Surface Water,2019-08-16,,,,,44.84048,-93.00483,Chloride
24529,WIDNR_WQX,,2019-08-06,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Temperature, water"
24530,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-15,,,,,39.346865,-84.591751,Sodium
24531,MNPCA,Surface Water,2019-01-09,,,,,44.978056,-93.239444,Total dissolved solids
24532,MNPCA,Surface Water,2019-09-17,,,,,44.953353,-93.205417,pH
24533,MNPCA,Surface Water,2019-10-08,,,,,44.957167,-93.081783,Escherichia coli
24534,UTAHDWQ_WQX,,2019-10-09,,Division of Water Quality,,,40.14387,-111.74946,Total suspended solids
24535,21VASWCB,Surface Water,2019-04-09,0.3,DEQ,,,37.9663,-75.5931,Turbidity
