,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
11541,USGS-NY,Surface Water,2020-11-01,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,"Height, gage"
11542,USGS-NY,Surface Water,2020-11-01,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Bromide
11543,USGS-NY,Surface Water,2020-11-01,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Specific conductance
11544,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11545,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11546,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11547,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11548,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11549,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11550,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11551,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11552,USGS-VA,Surface Water,2020-05-12,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11553,USGS-WI,Surface Water,2020-07-26,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
11554,USGS-WI,Surface Water,2020-07-26,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11555,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11556,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11557,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11558,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11559,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11560,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11561,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11562,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11563,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11564,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11565,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11566,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11567,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11568,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11569,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11570,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11571,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11572,USGS-VA,Surface Water,2020-12-08,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11573,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11574,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11575,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11576,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11577,USGS-NY,Surface Water,2020-09-29,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11578,USGS-NY,Surface Water,2020-09-29,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Specific conductance
11579,USGS-NY,Surface Water,2020-09-29,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11580,USGS-WI,Surface Water,2020-06-10,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
11581,USGS-WI,Surface Water,2020-06-10,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11582,USGS-MA,Surface Water,2020-08-16,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11583,USGS-MA,Surface Water,2020-08-16,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11584,USGS-MA,Surface Water,2020-08-16,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11585,USGS-WI,Surface Water,2020-05-17,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
11586,USGS-WI,Surface Water,2020-05-17,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11587,USGS-VA,Surface Water,2020-01-07,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11588,USGS-VA,Surface Water,2020-01-07,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11589,USGS-VA,Surface Water,2020-01-07,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11590,USGS-VA,Surface Water,2020-01-07,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11591,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11592,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11593,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11594,USGS-VA,Surface Water,2020-11-11,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11595,USGS-VA,Surface Water,2020-11-11,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11596,USGS-VA,Surface Water,2020-11-11,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11597,USGS-VA,Surface Water,2020-11-11,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11598,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11599,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11600,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11601,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11602,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11603,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11604,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11605,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11606,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11607,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11608,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11609,USGS-VA,Surface Water,2020-07-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11610,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Turbidity severity (choice list)
11611,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Stream width measure
11612,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Temperature, water"
11613,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11614,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Specific conductance
11615,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Detergent, severity (choice list)"
11616,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating Garbage Severity (choice List)
11617,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Odor, atmospheric"
11618,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating debris - severity (choice list)
11619,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11620,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Escherichia coli
11621,USGS-CO,Surface Water,2020-07-01,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Total Coliform
11622,USGS-WI,Surface Water,2020-05-23,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
11623,USGS-WI,Surface Water,2020-05-23,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11624,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11625,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11626,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11627,USGS-WI,Surface Water,2020-11-11,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
11628,USGS-WI,Surface Water,2020-11-11,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11629,USGS-SD,Effluent,2020-04-28,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Magnesium
11630,USGS-VA,Surface Water,2020-01-14,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11631,USGS-VA,Surface Water,2020-01-14,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11632,USGS-VA,Surface Water,2020-01-14,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11633,USGS-VA,Surface Water,2020-01-14,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11634,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11635,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11636,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11637,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11638,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11639,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Height, gage"
11640,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11641,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11642,USGS-VA,Surface Water,2020-03-10,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11643,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11644,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11645,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11646,USGS-VA,Surface Water,2020-04-30,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11647,USGS-WI,Surface Water,2020-01-02,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
11648,USGS-WI,Surface Water,2020-01-02,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11649,USGS-NY,Surface Water,2020-01-27,,U.S. Geological Survey,Not applicable,Storm,,,Chloride
11650,USGS-NY,Surface Water,2020-01-27,,U.S. Geological Survey,Not applicable,Storm,,,Suspended Sediment Concentration (SSC)
11651,USGS-HI,Groundwater,2020-05-05,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Temperature, water"
11652,USGS-HI,Groundwater,2020-05-05,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Flow rate, instantaneous"
11653,USGS-HI,Groundwater,2020-05-05,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Specific conductance
11654,USGS-HI,Groundwater,2020-05-05,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Chloride
11655,USGS-HI,Groundwater,2020-05-05,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Specific conductance
11656,USGS-WI,Surface Water,2020-10-24,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
11657,USGS-WI,Surface Water,2020-10-24,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11658,USGS-IN,Surface Water,2020-05-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Chloride
11659,USGS-IN,Surface Water,2020-05-18,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Storm,,,Suspended Sediment Concentration (SSC)
11660,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Stream width measure
11661,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Temperature, water"
11662,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11663,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Specific conductance
11664,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Detergent, severity (choice list)"
11665,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating Garbage Severity (choice List)
11666,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Odor, atmospheric"
11667,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Floating debris - severity (choice list)
11668,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Turbidity severity (choice list)
11669,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,"Stream flow, instantaneous"
11670,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Escherichia coli
11671,USGS-CO,Surface Water,2020-10-06,,U.S. Geological Survey,"Stable, normal stage",Routine sample,,,Total Coliform
11672,USGS-MA,Surface Water,2020-10-17,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11673,USGS-MA,Surface Water,2020-10-17,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11674,USGS-MA,Surface Water,2020-10-17,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11675,USGS-WI,Surface Water,2020-03-07,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
11676,USGS-WI,Surface Water,2020-03-07,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11677,USGS-WI,Surface Water,2020-06-09,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Total suspended solids
11678,USGS-WI,Surface Water,2020-06-09,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Suspended Sediment Concentration (SSC)
11679,USGS-VA,Surface Water,2020-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11680,USGS-VA,Surface Water,2020-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11681,USGS-VA,Surface Water,2020-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Height, gage"
11682,USGS-VA,Surface Water,2020-03-25,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Peak stage,Storm,,,"Stream flow, instantaneous"
11683,USGS-MA,Surface Water,2020-10-16,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11684,USGS-MA,Surface Water,2020-10-16,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11685,USGS-HI,Groundwater,2020-11-13,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Temperature, water"
11686,USGS-HI,Groundwater,2020-11-13,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,"Flow rate, instantaneous"
11687,USGS-HI,Groundwater,2020-11-13,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Specific conductance
11688,USGS-HI,Groundwater,2020-11-13,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Chloride
11689,USGS-HI,Groundwater,2020-11-13,,U.S. Geological Survey-Water Resources Discipline,Not applicable,Not applicable,,,Specific conductance
11690,USGS-VA,Surface Water,2020-08-04,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11691,USGS-VA,Surface Water,2020-08-04,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11692,USGS-VA,Surface Water,2020-08-04,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11693,USGS-VA,Surface Water,2020-08-04,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11694,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11695,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11696,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11697,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11698,USGS-MA,Surface Water,2020-11-30,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11699,USGS-MA,Surface Water,2020-06-06,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11700,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, water"
11701,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,"Temperature, air, deg C"
11702,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Specific conductance
11703,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Turbidity
11704,USGS-VA,Surface Water,2020-10-13,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA","Stable, normal stage",Routine sample,,,Depth of water column
11705,USGS-OH,Surface Water,2020-02-09,,U.S. Geological Survey,"Stable, normal stage",Storm,,,Chloride
11706,USGS-OH,Surface Water,2020-02-09,,U.S. Geological Survey,"Stable, normal stage",Storm,,,Suspended Sediment Concentration (SSC)
11707,USGS-MA,Surface Water,2020-05-02,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11708,USGS-MA,Surface Water,2020-05-02,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11709,USGS-MA,Surface Water,2020-05-02,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11710,USGS-NY,Surface Water,2020-07-11,,U.S. Geological Survey,Not applicable,Storm,,,Chloride
11711,USGS-NY,Surface Water,2020-07-11,,U.S. Geological Survey,Not applicable,Storm,,,Suspended Sediment Concentration (SSC)
11712,USGS-VA,Surface Water,2020-09-17,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11713,USGS-VA,Surface Water,2020-09-17,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11714,USGS-VA,Surface Water,2020-09-17,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Height, gage"
11715,USGS-VA,Surface Water,2020-09-17,,"Hampton Roads Sanitation Dist, Cent Envir Lab, Virg Bch, VA",Rising stage,Storm,,,"Stream flow, instantaneous"
11716,USGS-MA,Surface Water,2020-10-29,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11717,USGS-MA,Surface Water,2020-10-29,,U.S. Geological Survey-Water Resources Discipline,Not determined,Storm,,,Suspended Sediment Concentration (SSC)
11718,USGS-SD,Effluent,2020-01-24,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Not applicable,,,Magnesium
11719,USGS-WI,Surface Water,2020-03-09,,U.S. Geological Survey-Water Resources Discipline,"Stable, normal stage",Routine sample,,,Chloride
